"order_id","payment_sequential","payment_type","payment_installments","payment_value"
d1a5645d176964e7fc023cfc80d06f1a,1,credit_card,5,55.24
"666591477c57a4ac4d43d1f05718fc91",1,credit_card,1,4.45
cedca39b10d8d496f77547b16e2dbf56,1,credit_card,5,163.70
c2fe2f550416c0b36bad93166e4d2d1a,1,boleto,1,76.81
"2a1ca5e0a47b3b8fdbb8da5b34ed45e8",1,credit_card,3,191.51
"04158f13c5f4533ee32baa89521cf9ba",1,credit_card,3,131.94
dfc6c80c73f6b324371273bd97e19c3f,1,credit_card,2,24.08
"25343b5d23ba1a73d782fa405c9a5886",1,credit_card,10,534.69
"17b374e5c126d99970336dd8a72bcb91",1,credit_card,1,31.85
"7d8cbe66ebd79f0202cc906a1dc9c91b",1,credit_card,1,82.28
"17ff863d51f7f8ee2c9dc76413c43b54",1,credit_card,1,139.02
"9547786c84d40d35e99e684fdb1fe97b",1,credit_card,2,88.26
cf0e37180a383036ea57e9a1b440c593,1,credit_card,10,127.40
"40d158e9f78f7dd903dd0490fd1baf40",1,credit_card,1,57.43
"0b82d0616f1ad8da15cf967b984b4004",1,boleto,1,33.69
"65480799a0ea99cc43f86d3af16e9d1c",1,credit_card,2,275.97
"5c9a0939b9e4b6d310a738b443bd44e2",1,debit_card,1,34.09
c141123e3bc9866f39f5dd9a3b3bdefd,1,credit_card,1,134.96
"3ae126761938741db80da6163567b03d",1,credit_card,6,318.57
"4d5bae0860712936c87891ce32cf0d76",1,credit_card,6,821.98
c487fa98ecd15cd13d1467d49ec6af47,1,boleto,1,282.82
c554c7b7a41cc0523090a76a432cf6ef,1,credit_card,2,51.57
b5b103fe531168050d785d5b8de74174,1,credit_card,10,2217.99
de25bcc5c5215c6d39641918b7f4cd2d,1,boleto,1,43.51
"1a597bd140cc8bacc4af88ba909da8d7",1,boleto,1,56.94
"4eae2c0464a15323f650d829daf9b778",1,boleto,1,57.37
a091ad657d4d673814a9dc6b64829a42,1,credit_card,2,142.82
ae8d2355c75c103cecb78b4b58ed7a9b,1,credit_card,1,28.75
a41db3ba7cb50a96c768af70cd98e189,1,credit_card,1,88.28
"6363b59d2e7f542672e0f11910c0c708",1,credit_card,1,32.29
"83d20c082afe59cf5cc3541afbaa926f",1,boleto,1,169.73
"628c4dc07e38c6a4309d58e8a42e2f27",2,voucher,1,100.00
c3b2c9ce918dcc0fdf5053927cd0ff8e,1,boleto,1,1533.62
"07166782eef2ad2a57e415ec606fa7c3",1,credit_card,1,27.38
a969d2592327e7f49ce1f3edfc7658eb,1,boleto,1,142.92
a3a5d73f1d5b6acf698fdd0e795d2ec5,1,credit_card,1,54.56
"786fc675ce44d2428b2dd7acff0d890a",1,credit_card,2,105.13
"850b5d9b28b3d833f9c596f33a22fda4",1,credit_card,4,337.10
eb4d305848989350701a75e1cb3c0a93,1,credit_card,1,74.94
"51588073e1f9014c44225282b8921690",1,credit_card,4,43.22
d9e690521484caca3fe0ed22443df035,1,credit_card,3,184.55
"31dd19623d916b1848334732b797d5f5",1,credit_card,10,346.44
"3020a6cfa8cb88da6e6860813b27167e",1,credit_card,1,169.35
d16112398f9c83cdef02abee328caadb,1,credit_card,2,23.66
"91575acf2a356af85894e1c3b1612e81",1,credit_card,1,97.71
"455c8cc6fcb8015c8fa06b087cf373b1",1,credit_card,1,111.71
"8af380f996db86bc8ab5a4c0da0e91ec",1,credit_card,4,783.28
"38c529a4eb301fab3df50bd0e3c0ecdf",1,credit_card,8,570.88
"3f78fdb829925037b11baf136f99980b",1,boleto,1,68.12
d80799e45b1938827bfd57d8ee9b3c50,1,credit_card,3,63.18
"61478fcfdfbc524f57df31651d8f38c9",1,boleto,1,342.16
"5c55ef550d5ff75bae4c1473c8dd06a5",1,boleto,1,54.01
"7ec273502855ec6b503c931eda7b3875",1,credit_card,1,40.00
"971b9fcdf6d782f0ab6bd66e821442bb",1,credit_card,2,177.52
e7567e43caf379d79065cbb612f06554,1,credit_card,4,221.35
