"order_id","payment_sequential","payment_type","payment_installments","payment_value"
cefa8ee1540139ac77fa0c1b4ff1f04b,1,credit_card,1,86.05
aa258c22c28dfa03522e7997c426e627,1,credit_card,4,121.90
"03a479456d2571485ebce285eef65f61",1,boleto,1,129.87
c0f229f61498b44c4a8790aafbf9397a,1,credit_card,1,81.63
b4371384ac6d51fe934e4f50b8b61e4c,1,credit_card,3,154.30
"2bab21da7cb38da9002fcb361c7c046f",1,credit_card,4,47.26
"41267d204131714c919730fc9cf0adee",1,credit_card,1,242.80
e1282f31d9a5f43661a251858c894bf3,1,credit_card,3,254.42
d7f5321a3029c895a6b79c1ebdd8a222,1,credit_card,6,68.36
c887c09a3acf3b6fe0ba319d68d385a8,1,credit_card,10,441.25
a8116350696a40046ec644f6b4f3afbc,1,credit_card,4,166.29
bec6392d5d6a42bfd3a09e8732127f0e,1,credit_card,1,52.38
"602fd0f12980f5a92b67acc19187fb87",1,credit_card,15,152.81
"43443d5fff4b94d98df1ad41af13d302",1,credit_card,1,2.21
f85e82f7a3b6d26dc7d16b7c2c39b31a,1,credit_card,4,257.90
"4bd03dd6a8e45ca2f88013cf71bd22f8",1,boleto,1,222.67
"85c14f3be89a889592d53a5b8ff031bb",1,credit_card,3,89.36
ec185ae9706f499c67d358109cd5dc5c,1,boleto,1,62.33
"934a734f2c8a77cbe4f55441d7e051ae",1,credit_card,8,92.46
"61cabe0c7863902624818230a6b61a17",1,credit_card,2,147.97
"496b982d1f2a1315fcbf81ae2fed02a4",1,credit_card,3,156.09
b8f82235baaa1a837797d86544239b5c,1,credit_card,5,209.86
"40968775de06095dbc53bace39038550",1,credit_card,5,165.94
"35feb4a5e2fa951053a5bf703cd631ef",1,credit_card,4,138.10
ba5d446046c4678d335a1e3933460193,1,credit_card,1,47.69
"18c2124c3874f480651069f1f8c9b903",1,boleto,1,124.02
"5b1376fe61863fe3508011db309e35fe",1,boleto,1,177.28
d607cf247d8e19a82548c3a30cb2d173,1,credit_card,1,36.78
"452b706af12e25e6c8c740b4dc493ab0",1,credit_card,4,84.59
c0825f7ad51d670d765525e6761dbc0d,1,credit_card,7,134.18
"2eb5ba20812f78127f6243fa27fb40e5",1,boleto,1,252.61
cb5fbb27c5009572818e03f9e690edf2,1,credit_card,3,117.07
"330e569ae25de4796afa6bd4edc75876",1,credit_card,1,136.46
d7085875e0a68ee25df2db4f1ec9fc61,1,credit_card,4,161.54
