"order_id","payment_sequential","payment_type","payment_installments","payment_value"
"7284a4f946c71afdbdd5e508d8f7814f",1,credit_card,4,45.09
"106d8484bb6bb4ff239daff27fc4feb6",1,credit_card,1,28.00
"55b360b9aeaf1fcec58a18a82b21b957",1,credit_card,8,211.01
"588319a0ed0db7baaa43a314a333434c",1,credit_card,8,215.14
bfdf7d1387c8a71618bc72ce34b1d51f,1,boleto,1,183.47
ed965f5b2d371fefa5afc3ded3835a0e,1,boleto,1,57.43
bd3458e3df5a23eb95e6d526dc86bf2c,1,boleto,1,860.40
"65b9fc7c003b0fa663d00ae47abbf012",1,credit_card,8,84.14
"8b68aaf14ef89066544494482aa5569c",1,credit_card,1,85.27
"03ea231452f07988edc699573fb971d7",1,credit_card,1,255.96
f4dcd6f5120e9e46509a58be9e7462f2,1,boleto,1,100.64
e47ac2609ce0ccd8dab33391118792fb,8,voucher,1,3.62
ae940b7edae45de05e43817ff84efbfc,1,credit_card,3,108.32
bed5dfd1b6d819c52dbcf83071564974,1,credit_card,1,2.60
"9f827631dbbe551d3b830ab61fa3919b",1,credit_card,1,84.20
"22aceb58bfd80959564e4b2ecd9ea0ef",1,credit_card,4,65.01
f834cf7fd494d64498ec7054a72e947f,1,credit_card,4,334.62
d9673e96478769083775f81525768734,1,credit_card,2,104.37
"8b0b0bb16bfbee0b827837e8d27e4a35",1,credit_card,9,159.86
"6d8660f8e645acd678cc75068d4fbcf0",1,boleto,1,901.06
be27ab7c550fcd6a7988396258c309f7,1,credit_card,4,230.84
c2038cc607e5462400ad6606b091ceca,1,credit_card,9,97.04
"088858a852d62de0c175c9cc4bc0ddb6",1,credit_card,2,111.76
"7fec483949a1002d3d89fbb067f6cfc2",1,credit_card,9,193.45
"1be51feefcd481bee3118900e6777057",8,voucher,1,4.82
"6b6de07ee5e837bde4aead95e9891f0e",1,boleto,1,43.41
fb7e7ba8f47d0f1f90ef27989696d503,1,credit_card,2,135.90
"31b0200a12c9808aa855b6ac26959825",1,credit_card,1,115.45
a1b33a82ce718e7ad4704992b3c01624,1,credit_card,1,35.00
f9e254c56ad8dc27d6fd34b26f94711f,1,credit_card,1,27.29
"2f5e0cdd8a9e16411337f432e62c1d0d",1,boleto,1,162.45
"3e1897c6193a83db67bca47e9cd163f8",1,credit_card,2,217.67
ea3c8982e2aaa8f92872beb90375f41a,1,boleto,1,77.57
"8ca67a00cb1a96ff0c0fee5dae267e99",1,boleto,1,54.52
