"order_id","payment_sequential","payment_type","payment_installments","payment_value"
ada8de3a9486cea2fce7f4b00319cf3c,1,boleto,1,123.75
cceef4fb6d7807d091651d4f6bd0502e,1,boleto,1,96.72
"915e2d730ef38d45a41bad2a89f88950",1,credit_card,1,6.16
"81e2f3f9f9ab4dea091b20c7a652290e",1,credit_card,8,307.31
"66cd3a1c2edd13d9da86b50aca9e3d32",1,boleto,1,37.93
"524e1be52afa977f77d263a35041c19f",1,credit_card,1,102.92
"0e8488c62611eb99cdf174e019bf9d8a",1,credit_card,5,313.55
a10ec5461868aff48d5eaf7c81df51a2,1,credit_card,1,45.09
"9734c61e70431951ceea6da4c1c2a063",1,credit_card,5,333.44
"6a98fdd0da4868008ed2b97194165cb7",1,boleto,1,50.56
"0341b60065c49221a27293793f11b117",1,credit_card,4,125.33
"5ceeb4a88fc37f44a87467ff7d05d23a",1,credit_card,10,329.30
"13f2f496cc080f4443dc54b93b75a968",1,credit_card,2,133.62
"46119d4ee7d3833acd9807e510fd9790",1,boleto,1,148.58
"40a1b377583e234ad0cb70b2a7f3ea30",1,credit_card,1,518.93
"178dc9ffc66f1968787b253a9318cc29",1,credit_card,4,241.51
"4e8df4f2ecd486fc4854a0c424593079",1,credit_card,1,150.37
"1400d6665ba7f18ed06ea15ab083203f",1,credit_card,3,45.40
"3b8b089bc022c76fdc8a31a7db000bb0",1,boleto,1,65.22
"10f70d48b35870bdaaafca92fe51a573",1,credit_card,1,93.01
"08a8e10798c6955302701d17eb84fdc0",1,credit_card,1,164.45
f34cb8566ce1b66fc30926aaed89a2de,1,credit_card,4,106.87
"6c636e8cee90bf0aac0ec71c90f873e3",1,credit_card,1,73.13
"2fa565240e8353e7a1ad78347f8608fa",1,credit_card,2,101.92
"9eb625cb452456dcf60ac5b2ce2ed445",1,credit_card,2,100.25
"8a6927284335d25c41814675321cf9f4",1,credit_card,2,114.77
"675c52d8dfa16aa7a3b12b6ad7466fbb",1,credit_card,1,72.14
"63e9e738932324be5afdf33f891e4848",1,credit_card,1,88.00
"055b09c841dc52097e688df51b163310",1,credit_card,3,202.08
bb5c56055a2362690b31944465465f8b,1,boleto,1,72.33
ae8f17ccd841c2dcd9c8149a2ac7ae65,1,credit_card,1,46.97
"6f14ef9e1c67a1ca8e572a477c1b58b1",1,credit_card,1,264.06
e4c9031df14928b20f99e53c11d6e1d4,1,credit_card,1,35.84
"0dab9a07f01db0bee87c3affed50eccd",1,credit_card,6,232.97
"6c42e7be04d9ebf21c409e265ef01c5d",1,credit_card,2,119.39
"9110751e359ba8d080caf6eaa34e7e8c",1,boleto,1,203.90
"0a275b76a325d0ea648f62a087597d85",1,credit_card,4,208.60
d44913f6177d1b8a369a477ab2823aa2,1,credit_card,4,236.56
"668cc6e441f0a986cf09c787ff80463d",1,credit_card,4,120.16
"5181858c29858ceca3dd9e548a42b2b5",1,credit_card,1,114.42
eb5ece07af1767cf4ef1f4a8eeed991a,1,boleto,1,23.42
"9dda75f3a1a15b58eadee893d4d4263a",1,credit_card,8,167.29
cc22c1079310623da121859201a35682,1,credit_card,6,68.05
"6e821c1f2504ac8ae2e154ab1e4f933e",1,boleto,1,90.88
"6e0773d1bf763019a9e1bfc1703f1aa8",1,credit_card,1,185.85
"92ebaccb732e2b347a19dbc3245fcb27",1,credit_card,3,38.59
"9d77978d536fd7c6ca5ec414b63e1459",1,credit_card,2,87.23
ffecd5a79a0084f6a592288c67e3c298,1,credit_card,1,113.07
"71afd4d3202442d362d5e52112ffe080",1,credit_card,6,218.49
"2261b9c8d492c061b64df8558ae4543f",1,credit_card,4,55.00
"45d02e8b6979040aea7168cd283aaa7d",1,credit_card,8,269.41
e9f01d29281098ee776a7954eae03dda,1,credit_card,3,102.74
"21387c13929b880edc728f519f72f0ae",1,boleto,1,81.89
d2733958b49450e568a7cda310ac055b,1,credit_card,10,1014.99
efb61fe94b0b5ebe0926dcf8228e29a4,1,credit_card,10,207.32
"80d73004530edf9f79654ad0cc012f0d",1,credit_card,1,130.55
"7e41af71933a120d6d0fcf9249f19a85",1,credit_card,1,34.71
f83a0ce66c457dfdf564dafa364ae1d4,1,credit_card,1,66.26
"4bd13580e951063d19e99e60bc4d1492",2,voucher,1,267.52
"7daacf43d9593e9a2959cc753578ce09",1,credit_card,3,67.03
